date,symbol,open_1D,high_1D,low_1D,close_1D,volume_1D,vwap_1D,transactions_1D,year_1D,month_1D,day_1D,dayofweek_1D,close_1D_lag1,gap_1D,net_1D,pval_1D,mval_1D,rsi_1D,low_1D_lag1,high_1D_lag1,truerange_1D,atr_1D,atr_20_1D,volatility_20d_1D,rsi_14_1D,wdev_1D,wdevhigh_1D,wdevlow_1D,shannlong_1D,shannshort_1D,shannhold_1D,rebalancesignal_1D
2022-10-17,googl,98.86,100.93,98.83,99.97,28419192.0,100.0993,288544,2022,10,17,0,,,,0.0,0.0,,,,,,,,,,False,False,False,False,False,0.0
2022-10-17,nvda,11.518,11.948,11.517,11.888,580559170.0,11.8168,457339,2022,10,17,0,,,,0.0,0.0,,,,,,,,,,False,False,False,False,False,0.0
2022-10-17,nflx,234.41,249.9221,234.4,245.1,21057824.0,244.5709,264103,2022,10,17,0,,,,0.0,0.0,,,,,,,,,,False,False,False,False,False,0.0
2022-10-17,aapl,141.065,142.9,140.27,142.41,85250639.0,141.9529,634583,2022,10,17,0,,,,0.0,0.0,,,,,,,,,,False,False,False,False,False,0.0
2022-10-17,meta,130.3,134.79,130.18,134.04,29612245.0,133.0556,273868,2022,10,17,0,,,,0.0,0.0,,,,,,,,,,False,False,False,False,False,0.0
2022-10-17,amzn,110.11,114.19,110.09,113.79,62775235.0,112.8903,592054,2022,10,17,0,,,,0.0,0.0,,,,,,,,,,False,False,False,False,False,0.0
2022-10-17,tsla,210.04,221.86,209.45,219.35,79428810.0,217.4758,954631,2022,10,17,0,,,,0.0,0.0,,,,,,,,,,False,False,False,False,False,0.0
2022-10-18,aapl,145.49,146.7,140.61,143.75,99130632.0,144.0619,785416,2022,10,18,1,142.41,2.1627694684362098,1.3400000000000034,1.3400000000000034,0.0,,140.27,142.9,6.089999999999975,,,,,0.002341347497903268,False,True,False,False,True,0.0
2022-10-18,meta,137.085,137.8399,131.4,132.8,25444979.0,133.7791,246946,2022,10,18,1,134.04,2.2717099373321448,-1.2399999999999807,0.0,1.2399999999999807,,130.18,134.79,6.439899999999994,,,,,-0.002323489731674344,False,True,False,False,True,0.0
2022-10-18,tsla,229.5,229.82,217.25,220.19,75890225.0,221.6084,841837,2022,10,18,1,219.35,4.627307955322557,0.8400000000000034,0.8400000000000034,0.0,,209.45,221.86,12.569999999999993,,,,,0.0009555444328160911,False,True,False,False,True,0.0
2022-10-18,nflx,249.8,250.37,237.73,240.86,25776731.0,249.8388,359438,2022,10,18,1,245.1,1.9175846593227241,-4.239999999999981,0.0,4.239999999999981,,234.4,249.9221,12.640000000000015,,,,,-0.004362498971108686,False,True,False,False,True,0.0
2022-10-18,googl,103.13,103.47,99.97,100.77,24060671.0,101.1361,271620,2022,10,18,1,99.97,3.160948284485343,0.7999999999999972,0.7999999999999972,0.0,,98.83,100.93,3.5,,,,,0.0019926272790674604,False,True,False,False,True,0.0
2022-10-18,amzn,119.06,119.52,114.79,116.36,65107448.0,116.5121,539445,2022,10,18,1,113.79,4.6313384304420335,2.569999999999993,2.569999999999993,0.0,,110.09,114.19,5.329999999999998,,,,,0.005583315229198305,False,True,False,False,True,0.0
2022-10-18,nvda,12.344,12.492,11.618,11.967,658952060.0,11.9576,464990,2022,10,18,1,11.888,3.8358008075370043,0.07900000000000063,0.07900000000000063,0.0,,11.517,11.948,0.8740000000000006,,,,,0.0016558373506602164,False,True,False,False,True,0.0
2022-10-19,meta,132.89,137.0,132.22,133.23,30691047.0,133.9765,265353,2022,10,19,2,132.8,0.06777108433733137,0.4299999999999784,0.4299999999999784,0.0,,131.4,137.8399,4.780000000000001,,,,,-0.001515321584914131,False,True,False,False,True,0.0
